date,open,high,low,close,volume,vwap,year,month,day,weekday,is_month_start,is_month_end,high_low_range,average_price,volume_change,close_lag_1,close_lag_2,return,return_lag_1,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30,ma14,ma30,ma50,ma200,rsi14,rsi30,rsi50,roc14,vol14,up_day,down_day
2024-09-12,189.04,191.27,188.82,191.18,2374296.0,190.3571,2024,9,12,3,0,0,2.450000000000017,190.0775,-0.367815320712517,189.05,187.18,0.011266860618883934,0.009990383587990204,186.71857142857147,2.886008942994706,182.193,5.835737786881845,0.974160477037347,0.9529919447640967,0.9655978658855527,0.9379636991317084,60.90028312842287,56.29323499705119,54.78065081038868,0.037274157669144437,0.012994038801872979,1,0
2024-09-13,191.35,192.96,191.11,192.48,1963101.0,192.4479,2024,9,13,4,0,0,1.8499999999999943,191.97500000000002,-0.17318607284011767,191.18,189.05,0.006799874463855993,0.011266860618883934,187.78285714285715,3.4734263308998288,182.51266666666666,6.1304502469137,0.9692918002612517,0.9482162648933222,0.9595656691604324,0.9322514027431421,62.57468822882865,57.19645432028115,55.39156087516737,0.024538244530792452,0.012166917919410138,1,0
2024-09-16,192.38,192.79,191.11,192.15,1538628.0,192.0945,2024,9,16,0,0,0,1.6799999999999784,192.1075,-0.216225757105722,192.48,191.18,-0.001714463840398972,0.006799874463855993,188.5,3.81736820335657,183.0456666666667,6.252969878293811,0.9730902196944351,0.9526186139300895,0.9615102784283113,0.9344423627374446,61.850608855941864,56.88773978305038,55.19839786836597,0.03079233946676685,0.011905188004169055,0,1
2024-09-17,193.29,195.04,192.53,193.13,2153963.0,193.5643,2024,9,17,1,0,0,2.509999999999991,193.4975,0.39992447817146193,192.15,192.48,0.0051001821493623645,-0.001714463840398972,190.03285714285715,3.033511245436266,183.77733333333333,6.098979526475468,0.9708190633991909,0.951573206303181,0.9570185885155076,0.930324910681924,63.21202284426786,57.59094480461298,55.66688179244312,0.038780120481927804,0.011841345552639191,0,1
2024-09-18,193.41,196.045,192.52,192.75,3317400.0,193.8083,2024,9,18,2,0,0,3.5249999999999773,193.68125,0.5401378760916506,193.13,192.15,-0.0019675865996996444,0.0051001821493623645,191.1314285714286,2.2142976958196336,184.43333333333334,5.964494563858526,0.9759310728182324,0.9568525724167748,0.9591885862516213,0.932780804150454,62.283868122739385,57.21658956418184,55.43751194599218,0.04687160547469049,0.011387307353871121,0,1
2024-09-19,196.47,197.58,195.83,197.14,2932858.0,196.8866,2024,9,19,3,0,0,1.75,196.755,-0.11591668173871106,192.75,193.13,0.022775616083009043,-0.0019675865996996444,192.55428571428573,2.4404976073388083,185.33633333333333,5.758943559329195,0.9588363599472457,0.9401254607554699,0.9384062087856345,0.9126699299989857,68.10955202999104,60.300613166584284,57.501775130683086,0.0694369100575023,0.012482879266207954,1,0
2024-09-20,196.79,196.99,195.23,196.69,2776174.0,196.3841,2024,9,20,4,0,0,1.7600000000000193,196.425,-0.053423657060791885,197.14,192.75,-0.002282641777416994,0.022775616083009043,193.6457142857143,2.317389746696305,186.10066666666665,5.6907837974995985,0.9645054218748866,0.9461623197247784,0.9413330621790634,0.9154252885250903,66.96767931066029,59.84317941925182,57.22450721626637,0.05114365113296282,0.01225177122453579,0,1
2024-09-23,197.11,198.75,196.7,198.67,3635610.0,197.9971,2024,9,23,0,0,0,2.0500000000000114,197.80749999999998,0.3095756966242029,196.69,197.14,0.010066602267527536,-0.002282641777416994,194.71571428571428,2.6885923029396896,186.91166666666666,5.6906117987152305,0.9599695115374383,0.9408147514303452,0.9326742839885237,0.9070048321336891,69.39869095022154,61.18347044834608,58.13094525149803,0.07651043077756703,0.011267332252085196,1,0
2024-09-24,199.65,200.46,198.47,200.41,2029802.0,199.6039,2024,9,24,1,0,0,1.990000000000009,199.7475,-0.44168873999136316,198.67,196.69,0.008758242311370568,0.010066602267527536,195.84857142857143,3.209727031858884,187.8036666666667,5.637228766062126,0.9571164826391612,0.9370972839013357,0.9254887480664636,0.8998640287410807,71.39126876760574,62.32656543649946,58.91170815150428,0.08312165594768417,0.011272398601533312,1,0
2024-09-25,199.72,200.1212,199.09,199.69,1694880.0,199.576,2024,9,25,2,0,0,1.0311999999999841,199.6553,-0.16500230071701572,200.41,198.67,-0.0035926350980489685,0.008758242311370568,196.9257142857143,3.0213013594740907,188.52666666666667,5.726716778178402,0.9650601289141025,0.9440966831922813,0.9293254544544043,0.9037918774099855,69.37816560811123,61.55066698524537,58.4514741997475,0.06711911505370605,0.011410919113699129,0,1
