date,open,high,low,close,volume,vwap,ma14,ma30,ma50,ma200,rsi14,rsi30,rsi50,roc14,vol14
2023-11-27,153.43,153.53,152.71,153.19,6259116.0,153.0768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-28,153.22,153.87,152.72,153.54,6582937.0,153.4894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-29,154.17,155.625,154.0,154.32,9126053.0,154.7389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30,154.91,156.13,154.381,156.08,9869790.0,155.6861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,155.82,157.86,155.82,156.84,8916001.0,157.0469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04,156.02,158.05,155.88,157.99,9607465.0,157.5082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-05,157.26,158.5,156.97,157.97,9135597.0,157.8068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-06,158.84,159.22,156.0,156.31,9366004.0,157.1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07,156.69,157.31,156.15,156.79,8130874.0,156.7485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-08,157.26,158.78,156.98,158.52,7369370.0,158.1768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-11,158.52,159.3,158.15,159.1,8093908.0,158.9134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-12,159.23,160.645,158.88,160.52,10222978.0,160.2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-13,160.52,162.03,159.77,161.06,12379098.0,160.8838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-14,161.83,164.8399,161.705,163.99,13642990.0,163.5548,0.9609558074098595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15,163.08,165.28,162.39,165.23,20309348.0,164.5985,0.9589489975013185,0.0,0.0,0.0,90.64531248608223,0.0,0.0,0.07859520856452762,0.0065548211018189055
2023-12-18,165.92,167.13,165.63,166.23,8469608.0,166.2396,0.9586330471549747,0.0,0.0,0.0,91.50210970003086,0.0,0.0,0.08264947245017584,0.006492412562956814
2023-12-19,166.0,168.47,165.55,168.45,10345691.0,167.6812,0.9519908408599416,0.0,0.0,0.0,93.0286356742964,0.0,0.0,0.09156298600311041,0.006800237512457483
2023-12-20,167.99,169.41,166.45,166.55,10734709.0,167.6469,0.9673414247115837,0.0,0.0,0.0,79.81394073346426,0.0,0.0,0.0670809841107125,0.008073367964140111
2023-12-21,166.84,168.09,165.675,167.5,7601678.0,166.9735,0.9664008528784648,0.0,0.0,0.0,81.24823213836879,0.0,0.0,0.06796735526651365,0.008077965136835376
2023-12-22,167.5,168.23,167.23,167.4,6576322.0,167.6039,0.9709933435739887,0.0,0.0,0.0,80.59903474014283,0.0,0.0,0.05956073169187914,0.008159659647876343
