timestamp,open,high,low,close,volume,vwap
2023-11-27 13:00:00,171.7333,171.7933,171.6333,171.6333,3576.0,171.6947
2023-11-27 14:00:00,171.1767,171.5907,170.75,171.3,681897.0,170.9578
2023-11-27 15:00:00,171.3333,172.3133,171.2733,172.2033,103137.0,171.6862
2023-11-27 16:00:00,172.09,172.51,171.82,172.3333,110313.0,172.0841
2023-11-27 17:00:00,172.33,172.59,172.24,172.53,79683.0,172.4497
2023-11-27 18:00:00,172.56,173.03,172.3733,172.41,101967.0,172.7077
2023-11-27 19:00:00,172.4733,172.4933,171.8367,172.0833,120987.0,172.1736
2023-11-27 20:00:00,172.0967,172.32,171.5467,171.58,481782.0,171.8783
2023-11-27 21:00:00,171.53,171.5733,171.3667,171.3667,39171.0,171.5385
2023-11-28 00:00:00,171.2667,171.2667,171.2667,171.2667,1800.0,171.2667
2023-11-28 12:00:00,171.3333,171.3333,171.3333,171.3333,1050.0,171.34
2023-11-28 13:00:00,171.73,171.7533,170.9167,170.9167,2367.0,171.6259
2023-11-28 14:00:00,171.1333,171.42,169.6967,169.9433,179025.0,170.2881
2023-11-28 15:00:00,170.05,171.02,169.76,170.58,189807.0,170.2973
2023-11-28 16:00:00,170.63,171.4733,170.6,171.0617,308580.0,171.1211
2023-11-28 17:00:00,171.1,171.1367,170.1377,170.3,170490.0,170.7424
2023-11-28 18:00:00,170.21,170.2618,169.2,169.5467,208068.0,169.7669
2023-11-28 19:00:00,169.4717,170.0833,169.3367,169.98,220611.0,169.677
2023-11-28 20:00:00,169.9933,170.6533,169.53,170.5967,515217.0,170.1906
2023-11-28 21:00:00,170.57,170.57,170.57,170.57,3126.0,170.57
2023-11-28 22:00:00,170.4168,170.4168,170.4168,170.4168,450.0,170.4168
2023-11-28 23:00:00,170.7333,170.7333,170.7241,170.7241,2700.0,170.7292
2023-11-29 09:00:00,172.0,172.0,172.0,172.0,300.0,172.0
2023-11-29 12:00:00,172.0033,172.3233,172.0033,172.3233,4017.0,172.1116
2023-11-29 13:00:00,172.0,172.7833,170.7633,172.7833,4140.0,172.1917
2023-11-29 14:00:00,172.7167,174.8867,172.7167,174.7517,1164597.0,174.4082
2023-11-29 15:00:00,174.7833,175.01,173.3933,174.4183,1021938.0,174.1052
2023-11-29 16:00:00,174.4366,174.4366,172.83,173.2633,351729.0,173.7337
2023-11-29 17:00:00,173.2,173.76,173.1067,173.4267,124833.0,173.4437
2023-11-29 18:00:00,173.4067,173.5667,173.0,173.2988,146418.0,173.2531
2023-11-29 19:00:00,173.2167,173.2733,172.52,172.85,143958.0,172.9657
2023-11-29 20:00:00,172.83,172.9967,172.13,172.3667,535845.0,172.4126
2023-11-29 21:00:00,174.3744,174.3744,172.42,172.42,80874.0,174.3211
2023-11-29 23:00:00,172.5,172.6667,172.5,172.6667,1530.0,172.5359
2023-11-30 00:00:00,172.6967,172.6967,172.6967,172.6967,900.0,172.6967
2023-11-30 10:00:00,172.9333,172.9333,172.9333,172.9333,6000.0,172.9343
