date,open,high,low,close,volume,vwap
2023-11-27,104.1,104.4,103.18,103.96,18013518.0,103.7245
2023-11-28,104.24,104.91,103.88,103.9,20629512.0,104.2684
2023-11-29,104.27,104.58,101.64,102.34,26802092.0,102.9345
2023-11-30,103.11,104.4778,101.81,102.74,29254687.0,102.8751
2023-12-01,102.5,104.22,102.22,102.99,17845276.0,103.3008
2023-12-04,102.13,103.36,101.59,102.43,21523942.0,102.5555
2023-12-05,102.27,102.34,100.29,100.44,22250251.0,101.0219
2023-12-06,100.0,100.72,98.34,99.11,31154792.0,99.2788
2023-12-07,99.86,100.835,98.09,98.42,29990727.0,98.9693
2023-12-08,99.02,99.7867,98.75,99.55,22074945.0,99.3551
2023-12-11,99.8,99.86,98.58,99.62,22252250.0,99.3531
2023-12-12,98.68,98.68,97.48,98.05,26083964.0,98.066
2023-12-13,98.04,99.03,97.655,98.92,19915444.0,98.3469
2023-12-14,99.85,102.135,99.72,101.58,26165653.0,101.276
2023-12-15,100.59,101.0,100.31,100.9,55527018.0,100.7926
2023-12-18,102.13,103.11,101.52,101.65,21610428.0,102.367
2023-12-19,102.0,103.19,101.79,102.99,18904662.0,102.7672
2023-12-20,103.5,103.94,101.125,101.27,20988863.0,102.3601
2023-12-21,101.47,102.005,100.805,101.73,19250933.0,101.4545
2023-12-22,102.31,102.94,101.82,101.91,12927831.0,102.3095
2023-12-26,102.74,103.03,102.115,102.14,16835144.0,102.5147
2023-12-27,102.04,102.55,101.335,101.66,14558830.0,101.8662
2023-12-28,101.39,101.61,100.13,100.19,16329252.0,100.7624
2023-12-29,100.37,100.59,99.62,99.98,17746408.0,99.9738
2024-01-02,100.92,103.1,100.85,102.36,23483049.0,102.1985
2024-01-03,102.27,103.62,101.66,103.22,23490779.0,102.9693
2024-01-04,104.08,104.57,102.05,102.32,19395154.0,102.8263
2024-01-05,103.17,103.3987,102.125,102.63,15827392.0,102.7108
2024-01-08,100.73,101.04,98.9,100.92,23370127.0,100.1049
