date,open,high,low,close,volume,vwap
2023-11-27,236.89,238.33,232.1,236.08,112031763.0,235.6227
2023-11-28,236.68,247.0,234.01,246.72,148549913.0,241.1269
2023-11-29,249.21,252.75,242.76,244.14,135401335.0,248.052
2023-11-30,245.14,245.22,236.91,240.08,132353196.0,240.6912
2023-12-01,233.14,240.19,231.9,238.83,121331709.0,236.479
2023-12-04,235.75,239.3733,233.2902,235.58,104099817.0,236.4295
2023-12-05,233.87,246.66,233.7,238.72,137971115.0,241.0369
2023-12-06,242.92,246.57,239.1709,239.37,126436179.0,243.3527
2023-12-07,241.55,244.08,236.98,242.64,107142262.0,240.8987
2023-12-08,240.27,245.27,239.2701,243.84,103126829.0,243.0076
2023-12-11,242.74,243.441,237.45,239.74,97913888.0,240.1814
2023-12-12,238.55,238.99,233.87,237.01,95328313.0,235.8497
2023-12-13,234.19,240.3,228.2,239.29,146286348.0,233.8525
2023-12-14,241.22,253.88,240.79,251.05,160829239.0,248.7481
2023-12-15,251.21,254.13,248.3,253.5,135932762.0,252.0403
2023-12-18,253.78,258.74,251.36,252.08,116416490.0,254.9372
2023-12-19,253.48,258.3399,253.01,257.22,106737369.0,256.1922
2023-12-20,256.41,259.84,247.0,247.14,125096987.0,254.4666
2023-12-21,251.9,254.7999,248.55,254.5,109594227.0,252.0455
2023-12-22,256.76,258.22,251.37,252.54,93370094.0,255.1771
2023-12-26,254.49,257.97,252.91,256.61,86892382.0,256.3719
2023-12-27,258.35,263.34,257.52,261.44,106494359.0,261.7266
2023-12-28,263.66,265.13,252.71,253.18,113619943.0,258.4918
2023-12-29,255.1,255.19,247.43,248.48,100891578.0,250.3555
2024-01-02,250.08,251.25,244.41,248.42,104654163.0,248.345
2024-01-03,244.98,245.68,236.32,238.45,121082599.0,239.8167
2024-01-04,239.25,242.7,237.73,237.93,102629283.0,240.2989
2024-01-05,236.86,240.1196,234.9001,237.49,92488939.0,237.8911
2024-01-08,236.14,241.25,235.3,240.45,85166580.0,238.5961
2024-01-09,238.11,238.9646,232.04,234.96,96705664.0,234.7009
2024-01-10,235.1,235.5,231.29,233.94,91628502.0,233.4976
2024-01-11,230.57,230.93,225.37,227.22,105873612.0,227.6146
