date,open,high,low,close,volume,vwap
2023-11-27,35.25,35.3178,35.18,35.26,35016987.0,35.254
2023-11-28,35.22,35.37,35.16,35.25,39329273.0,35.2612
2023-11-29,35.35,35.71,35.35,35.5,36651299.0,35.5756
2023-11-30,35.58,35.9,35.465,35.9,37334537.0,35.7664
2023-12-01,35.84,36.21,35.78,36.17,51267600.0,36.0622
2023-12-04,35.96,36.27,35.92,36.13,41366616.0,36.1069
2023-12-05,36.02,36.03,35.79,35.95,39510878.0,35.9299
2023-12-06,36.15,36.285,35.7201,35.77,35616129.0,35.9577
2023-12-07,35.86,35.96,35.77,35.94,26050871.0,35.8982
2023-12-08,35.9,36.19,35.86,36.13,33213096.0,36.0391
2023-12-11,36.14,36.42,36.14,36.35,31165724.0,36.3364
2023-12-12,36.44,36.62,36.29,36.61,37245695.0,36.4975
2023-12-13,36.62,37.245,36.55,37.2,56988976.0,36.9786
2023-12-14,37.5,37.71,37.37,37.57,66865709.0,37.555
2023-12-15,37.26,37.4358,37.19,37.35,69246238.0,37.3124
2023-12-18,37.35,37.42,37.25,37.29,43434018.0,37.3133
2023-12-19,37.27,37.58,37.17,37.57,32508982.0,37.4991
2023-12-20,37.47,37.5594,36.9,36.9,52985729.0,37.1582
2023-12-21,37.06,37.27,36.924,37.26,27522248.0,37.124
2023-12-22,37.37,37.49,37.2,37.34,30331445.0,37.3574
2023-12-26,37.37,37.56,37.31,37.49,17837563.0,37.4584
2023-12-27,37.41,37.61,37.355,37.61,32640761.0,37.536
2023-12-28,37.55,37.8,37.54,37.72,25308018.0,37.7233
2023-12-29,37.71,37.77,37.4901,37.6,30218318.0,37.6274
2024-01-02,37.5,37.78,37.43,37.76,31351873.0,37.6436
2024-01-03,37.59,37.65,37.38,37.44,46908957.0,37.4988
2024-01-04,37.57,37.89,37.52,37.59,36904184.0,37.7418
2024-01-05,37.59,37.95,37.57,37.75,44852345.0,37.7762
2024-01-08,37.76,38.01,37.56,37.99,39098313.0,37.7967
2024-01-09,37.79,37.795,37.634,37.75,36338058.0,37.7227
2024-01-10,37.69,37.84,37.57,37.81,37095460.0,37.7051
2024-01-11,37.76,37.81,37.37,37.67,49043458.0,37.5634
