date,open,high,low,close,volume,vwap,year,month,day,weekday,is_month_start,is_month_end,high_low_range,average_price,volume_change,close_lag_1,close_lag_2,return,return_lag_1,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30,ma14,ma30,ma50,ma200,rsi14,rsi30,rsi50,roc14,vol14,up_day,down_day
2024-09-12,44.43,45.195,43.97,44.98,4905047.0,44.6897,2024,9,12,3,0,0,1.2250000000000014,44.64375,-0.3153722510819248,44.23,43.29,0.016956816640289363,0.021714021714021703,43.31428571428571,1.1045792131371557,43.22299999999999,1.8697172015556651,0.9803404687797752,0.9609381947532235,0.9892796798577146,1.0342785682525568,54.552278702931325,51.49244546917222,50.34913342791815,0.016497175141242826,0.025768225532670094,1,0
2024-09-13,45.14,45.85,45.07,45.76,5711484.0,45.6445,2024,9,13,4,0,0,0.7800000000000011,45.455,0.16440963766504169,44.98,44.23,0.01734104046242768,0.016956816640289363,43.72714285714286,1.4089915339903993,43.30800000000001,1.9262155141355792,0.9628808691308691,0.9464160839160841,0.9724825174825175,1.0166826923076921,57.32423050900491,52.94595840260709,51.29734290042305,-0.01038062283737029,0.023100960056123426,1,0
2024-09-16,45.53,45.935,44.97,45.69,4271858.0,45.5897,2024,9,16,0,0,0,0.9650000000000034,45.53125,-0.2520581341031508,45.76,44.98,-0.0015297202797203147,0.01734104046242768,44.02571428571428,1.587669750954123,43.45733333333333,1.931608108560717,0.9642935309383109,0.9511344568468666,0.9738586123878311,1.0181297876997155,56.98830158655405,52.79907843893394,51.20778769548866,-0.0008746993221080412,0.02290639488542177,1,0
2024-09-17,46.18,46.74,45.875,46.06,4820691.0,46.301,2024,9,17,1,0,0,0.865000000000002,46.213750000000005,0.12847641471228677,45.69,45.76,0.008098052090173002,-0.0015297202797203147,44.66428571428571,1.3213232905291425,43.673,1.844137308823056,0.9575398548477142,0.9481762917933131,0.9661094224924012,1.0098599652627007,58.37676166233088,53.50437021176714,51.662936943550434,0.014090708938793606,0.02290358083285735,0,1
2024-09-18,46.13,47.65,45.91,46.18,9655707.0,46.6362,2024,9,18,2,0,0,1.740000000000002,46.4675,1.0029715656946276,46.06,45.69,0.002605297438124099,0.008098052090173002,45.17,1.0711987055006236,43.87233333333333,1.777791507370367,0.9580059394914309,0.9500288725277898,0.9636552620181896,1.007243395409268,58.84082543495629,53.736302630494556,51.81170111957826,0.04314434154054658,0.021590296268077767,1,0
2024-09-19,47.69,48.11,47.16,47.42,7075350.0,47.6028,2024,9,19,3,0,0,0.9500000000000028,47.595,-0.26723646440390125,46.18,46.06,0.02685145084452145,0.002605297438124099,45.76,0.998014695950367,44.13733333333334,1.6892600570160672,0.9370820027715852,0.9307746379867848,0.9390763390974274,0.9807981864192322,63.38379896928018,56.078329472357666,53.326323862255876,0.061324977618621324,0.022461780677653923,0,1
2024-09-20,47.1,47.22,46.31,46.9,5751716.0,46.8541,2024,9,20,4,0,0,0.9099999999999966,46.8825,-0.18707682305468987,47.42,46.18,-0.010965837199493955,0.02685145084452145,46.14142857142857,0.807927978873861,44.324333333333335,1.673632603636194,0.950639658848614,0.9450817341862119,0.9499957356076761,0.9914818763326225,60.374314510681565,54.8732460913674,52.6186097908316,0.04640785363676936,0.02284056251769297,0,1
2024-09-23,47.095,47.36,46.86,46.94,3530622.0,47.0481,2024,9,23,0,0,0,0.5,47.06375,-0.3861619732267727,46.9,47.42,0.0008528784648187404,-0.010965837199493955,46.42142857142858,0.665392830625046,44.507,1.6491024727157755,0.9558554994217544,0.9481678738815509,0.9492501065189606,0.9904963783553472,60.52956290114037,54.95028214188091,52.667916087289235,0.09213587715216387,0.018972285400927973,0,1
2024-09-24,47.24,47.54,46.53,47.45,3826011.0,47.1989,2024,9,24,1,0,0,1.009999999999998,47.19,0.0836648613190536,46.94,46.9,0.010864933958244727,0.0008528784648187404,46.66285714285715,0.6914890764551115,44.724666666666664,1.589187025588523,0.9524762908324552,0.9425641025641025,0.9389420442571127,0.9797881981032667,62.54449688304441,55.94229036582422,53.30017354283667,0.10683461628178237,0.01881865970258047,1,0
2024-09-25,47.35,47.57,46.79,46.86,4347613.0,47.0906,2024,9,25,2,0,0,0.7800000000000011,47.1425,0.13633050192485063,47.45,46.94,-0.012434141201264515,0.010864933958244727,46.830000000000005,0.5424942396003901,44.867000000000004,1.582610567036818,0.969437839156149,0.9574690567648315,0.9496798975672214,0.9919718309859153,58.80454270369051,54.505902187811856,52.47274991585367,0.07477064220183482,0.01930541321196943,0,1
2024-09-26,47.55,47.65,46.47,47.27,6838436.0,47.1538,2024,9,26,3,0,0,1.1799999999999997,47.235,0.5729173686802391,46.86,47.45,0.008749466495945546,-0.012434141201264515,47.00285714285714,0.4391929828561577,45.04566666666667,1.5392333141542724,0.9696122578500407,0.9529440801071857,0.9409519779987306,0.9831658557224455,60.569079122407295,55.33041721827058,52.99022947028736,0.13657129117576328,0.01239034764733809,0,1
2024-09-27,47.62,48.07,47.41,47.88,4036202.0,47.7995,2024,9,27,4,0,0,0.6600000000000037,47.745,-0.40977703088834927,47.27,46.86,0.012904590649460479,0.008749466495945546,47.24571428571429,0.3734459864043636,45.17766666666667,1.6076491368226098,0.9650763814297648,0.9435602896129212,0.9295112781954887,0.9705722639933166,63.10141698489178,56.5426227655185,53.75466063121994,0.12288930581613511,0.011577582807162829,1,0
2024-09-30,47.6,48.0601,47.02,47.53,5112457.0,47.4789,2024,9,30,0,0,1,1.0400999999999954,47.552525,0.2666504302807442,47.88,47.27,-0.007309941520467822,0.012904590649460479,47.261428571428574,0.38416266395965204,45.29233333333333,1.6495300967942141,0.9785548976586218,0.9529209621993127,0.936734693877551,0.9776299179465602,60.69292241776439,55.6463046659937,53.24771271567101,0.09794409794409797,0.012105421400312077,0,1
2024-10-01,47.66,47.76,45.665,46.18,7446231.0,46.2664,2024,10,1,1,1,0,2.094999999999999,46.81625,0.45648775138842246,47.53,47.88,-0.02840311382284877,-0.007309941520467822,47.15857142857143,0.5553205852303434,45.32866666666666,1.656907658412439,1.0101775660459074,0.9815648910062075,0.9634776959722823,1.0057773928107407,52.38712173809407,52.33594438225635,51.34199062252751,0.04408772326475252,0.014514900654305427,0,1
2024-10-02,45.75,46.15,45.46,45.87,4557325.0,45.8474,2024,10,2,2,0,0,0.6899999999999977,45.807500000000005,-0.387968893256199,46.18,47.53,-0.006712862711130363,-0.02840311382284877,47.005714285714284,0.7415492148838465,45.373,1.652866162677481,1.0183904824192593,0.9891650316110748,0.9691650316110749,1.0119042947460215,50.67227058808139,51.606661730421344,50.9150118245633,0.019786571809693232,0.014161511339009596,1,0
2024-10-03,45.4,46.01,45.115,45.39,4789938.0,45.4096,2024,10,3,3,0,0,0.894999999999996,45.478750000000005,0.05104156495312484,45.87,46.18,-0.01046435578809668,-0.006712862711130363,46.71142857142858,0.9225224219753212,45.36566666666667,1.652266329315147,1.028577723224121,0.9994639054123523,0.9797135933024895,1.021975104648601,48.04953043148132,50.47993802701334,50.254677961264704,-0.008085664335664267,0.013710644430872165,0,1
2024-10-04,46.26,46.55,45.645,46.55,6957192.0,46.2411,2024,10,4,4,0,0,0.904999999999994,46.25125,0.4524597186852941,45.39,45.87,0.025556289931703002,-0.01046435578809668,46.66714285714285,0.9216419095958044,45.44233333333333,1.652074314378723,1.0042657664569588,0.9762047977085571,0.9558839957035447,0.9960225563909775,54.216794348628,53.04296031341504,51.796337359808035,0.018822499452834318,0.015364335254408947,1,0
